site_id,tipo,pareado_com,ids_datacenter,n_predios_no_campus,municipio,uf,lat,lon,buffer_km,ano,ano_inicio_obra,ano_fim_obra,ano_relativo_ao_inicio_obra,fase,sensor,resolucao_m,pixels_validos,modelo_versao,area_ha_vegetacao_densa,area_ha_vegetacao_rala,area_ha_solo_exposto_obras,area_ha_construida_urbana,area_ha_agua,prop_vegetacao_densa,prop_vegetacao_rala,prop_solo_exposto_obras,prop_construida_urbana,prop_agua
scala-sgigsm01,tratamento,scala-sgigsm01,dc_c81b687e80,1,São João de Meriti,RJ,-22.799883,-43.353842,5.0,2024,2022,2023,2,pos,s2,10,1007010,rf_v1.0-tuned,293.5,720.6,1050.12,7938.75,67.13,0.029146,0.071558,0.104281,0.788349,0.006666
scala-sgigsm01,tratamento,scala-sgigsm01,dc_c81b687e80,1,São João de Meriti,RJ,-22.799883,-43.353842,5.0,2025,2022,2023,3,pos,s2,10,1007010,rf_v1.0-tuned,356.22,790.22,1158.93,7690.37,74.36,0.035374,0.078472,0.115086,0.763684,0.007384
ctrl-scala-spoapa01-p01,controle,scala-spoapa01,dc_708ead2d07,1,Sapucaia do Sul,RS,-29.828483,-51.144592,5.0,2020,2023,2023,-3,pre,s2,10,1004004,rf_v1.0-tuned,2808.46,2348.86,1428.99,3104.44,349.29,0.279726,0.233949,0.142329,0.309206,0.03479
ctrl-scala-spoapa01-p01,controle,scala-spoapa01,dc_708ead2d07,1,Sapucaia do Sul,RS,-29.828483,-51.144592,5.0,2021,2023,2023,-2,pre,s2,10,1004004,rf_v1.0-tuned,2824.49,2293.75,1215.79,3424.82,281.19,0.281323,0.22846,0.121094,0.341116,0.028007
ctrl-scala-spoapa01-p01,controle,scala-spoapa01,dc_708ead2d07,1,Sapucaia do Sul,RS,-29.828483,-51.144592,5.0,2022,2023,2023,-1,pre,s2,10,1004004,rf_v1.0-tuned,3138.16,2032.83,1152.49,3383.98,332.58,0.312564,0.202472,0.114789,0.337048,0.033125
ctrl-scala-spoapa01-p01,controle,scala-spoapa01,dc_708ead2d07,1,Sapucaia do Sul,RS,-29.828483,-51.144592,5.0,2023,2023,2023,0,durante,s2,10,1004004,rf_v1.0-tuned,3032.25,2139.61,1169.57,3383.74,314.87,0.302016,0.213108,0.116491,0.337025,0.031361
ctrl-scala-spoapa01-p01,controle,scala-spoapa01,dc_708ead2d07,1,Sapucaia do Sul,RS,-29.828483,-51.144592,5.0,2024,2023,2023,1,pos,s2,10,1004004,rf_v1.0-tuned,2893.84,2118.72,903.22,3668.76,455.5,0.28823,0.211027,0.089962,0.365413,0.045368
ctrl-scala-spoapa01-p01,controle,scala-spoapa01,dc_708ead2d07,1,Sapucaia do Sul,RS,-29.828483,-51.144592,5.0,2025,2023,2023,2,pos,s2,10,1004004,rf_v1.0-tuned,3011.89,1970.53,1270.0,3300.31,487.31,0.299988,0.196267,0.126494,0.328715,0.048537
scala-spoapa01,tratamento,scala-spoapa01,dc_708ead2d07,1,Porto Alegre,RS,-30.002768,-51.198149,5.0,2020,2023,2023,-3,pre,s2,10,1004004,rf_v1.0-tuned,1183.19,1375.03,1874.14,3403.65,2204.03,0.117847,0.136955,0.186667,0.339008,0.219524
scala-spoapa01,tratamento,scala-spoapa01,dc_708ead2d07,1,Porto Alegre,RS,-30.002768,-51.198149,5.0,2021,2023,2023,-2,pre,s2,10,1004004,rf_v1.0-tuned,1166.22,1477.17,1607.7,3643.86,2145.09,0.116157,0.147128,0.160129,0.362933,0.213654
scala-spoapa01,tratamento,scala-spoapa01,dc_708ead2d07,1,Porto Alegre,RS,-30.002768,-51.198149,5.0,2022,2023,2023,-1,pre,s2,10,1004004,rf_v1.0-tuned,1536.2,1179.99,1548.31,3622.1,2153.44,0.153007,0.117528,0.154214,0.360765,0.214485
scala-spoapa01,tratamento,scala-spoapa01,dc_708ead2d07,1,Porto Alegre,RS,-30.002768,-51.198149,5.0,2023,2023,2023,0,durante,s2,10,1004004,rf_v1.0-tuned,1409.91,1293.34,1576.82,3610.62,2149.35,0.140429,0.128818,0.157053,0.359622,0.214078
scala-spoapa01,tratamento,scala-spoapa01,dc_708ead2d07,1,Porto Alegre,RS,-30.002768,-51.198149,5.0,2024,2023,2023,1,pos,s2,10,1004004,rf_v1.0-tuned,881.96,939.91,1407.95,3991.2,2819.02,0.087844,0.093616,0.140234,0.397528,0.280778
scala-spoapa01,tratamento,scala-spoapa01,dc_708ead2d07,1,Porto Alegre,RS,-30.002768,-51.198149,5.0,2025,2023,2023,2,pos,s2,10,1004004,rf_v1.0-tuned,1184.74,1160.26,1704.7,3540.47,2449.87,0.118002,0.115563,0.16979,0.352635,0.24401
ctrl-scala-tambore-p01,controle,scala-tambore,,0,Pirapora do Bom Jesus,SP,-23.404447,-46.982529,5.0,2018,2021,2023,-3,pre,landsat,30,112225,rf_v1.0-tuned,4513.32,4270.32,85.77,895.77,335.07,0.446852,0.422793,0.008492,0.088688,0.033174
ctrl-scala-tambore-p01,controle,scala-tambore,,0,Pirapora do Bom Jesus,SP,-23.404447,-46.982529,5.0,2019,2021,2023,-2,pre,landsat,30,112225,rf_v1.0-tuned,5464.98,3547.44,46.35,659.88,381.6,0.541074,0.351223,0.004589,0.065333,0.037781
ctrl-scala-tambore-p01,controle,scala-tambore,,0,Pirapora do Bom Jesus,SP,-23.404447,-46.982529,5.0,2020,2021,2023,-1,pre,landsat,30,112218,rf_v1.0-tuned,5056.38,3899.16,55.98,714.06,374.04,0.500651,0.38607,0.005543,0.070702,0.037035
ctrl-scala-tambore-p01,controle,scala-tambore,,0,Pirapora do Bom Jesus,SP,-23.404447,-46.982529,5.0,2021,2021,2023,0,durante,landsat,30,112216,rf_v1.0-tuned,4504.05,4314.51,67.77,909.09,304.02,0.44597,0.427203,0.00671,0.090014,0.030103
ctrl-scala-tambore-p01,controle,scala-tambore,,0,Pirapora do Bom Jesus,SP,-23.404447,-46.982529,5.0,2022,2021,2023,1,durante,landsat,30,112116,rf_v1.0-tuned,4324.14,4547.97,55.08,859.23,304.02,0.428538,0.450721,0.005459,0.085153,0.03013
ctrl-scala-tambore-p01,controle,scala-tambore,,0,Pirapora do Bom Jesus,SP,-23.404447,-46.982529,5.0,2023,2021,2023,2,durante,landsat,30,112219,rf_v1.0-tuned,5173.56,3735.0,55.26,709.92,425.97,0.512248,0.369813,0.005471,0.070291,0.042176
ctrl-scala-tambore-p01,controle,scala-tambore,,0,Pirapora do Bom Jesus,SP,-23.404447,-46.982529,5.0,2024,2021,2023,3,pos,landsat,30,112221,rf_v1.0-tuned,4897.89,3901.86,48.69,806.85,444.6,0.484945,0.386327,0.004821,0.079887,0.04402
scala-tambore,tratamento,scala-tambore,,0,Barueri,SP,-23.4948321,-46.8130769,5.0,2018,2021,2023,-3,pre,landsat,30,111875,rf_v1.0-tuned,2209.23,1647.63,83.34,6042.87,85.68,0.219415,0.163638,0.008277,0.600161,0.008509
scala-tambore,tratamento,scala-tambore,,0,Barueri,SP,-23.4948321,-46.8130769,5.0,2019,2021,2023,-2,pre,landsat,30,111889,rf_v1.0-tuned,2416.86,1584.9,79.38,5892.48,96.39,0.240006,0.157388,0.007883,0.585151,0.009572
scala-tambore,tratamento,scala-tambore,,0,Barueri,SP,-23.4948321,-46.8130769,5.0,2020,2021,2023,-1,pre,landsat,30,111875,rf_v1.0-tuned,2227.59,1592.28,103.14,6013.62,132.12,0.221238,0.158141,0.010244,0.597256,0.013122
scala-tambore,tratamento,scala-tambore,,0,Barueri,SP,-23.4948321,-46.8130769,5.0,2021,2021,2023,0,durante,landsat,30,111877,rf_v1.0-tuned,2098.98,1610.1,104.58,6169.05,86.22,0.208461,0.159908,0.010386,0.612682,0.008563
scala-tambore,tratamento,scala-tambore,,0,Barueri,SP,-23.4948321,-46.8130769,5.0,2022,2021,2023,1,durante,landsat,30,111624,rf_v1.0-tuned,2178.81,1545.75,95.67,6132.87,93.06,0.21688,0.153865,0.009523,0.610469,0.009263
scala-tambore,tratamento,scala-tambore,,0,Barueri,SP,-23.4948321,-46.8130769,5.0,2023,2021,2023,2,durante,landsat,30,111578,rf_v1.0-tuned,2391.21,1471.5,74.7,6000.48,104.13,0.23812,0.146534,0.007439,0.597537,0.010369
scala-tambore,tratamento,scala-tambore,,0,Barueri,SP,-23.4948321,-46.8130769,5.0,2024,2021,2023,3,pos,landsat,30,111856,rf_v1.0-tuned,2346.57,1454.94,81.9,6075.81,107.82,0.233094,0.144525,0.008135,0.603535,0.01071
